Text
"MAKAN GRATIS, MATI GRATIS
_______
Foto seorang siswi memegang poster di aksi hari ini, 3 Februari 2025 oleh Aliansi Pelajar se-Yahukimo di Dekai, Yahukimo, #papua "
"Kalo sampe gaji 13 dan 14 kena imbas buat makan gratis, gue gak ikhlas lahir batin 😭

Yang katanya mau buat ngasih makan anak2 sekolah biar tercipta indonesia emas 2045, gue tetep gak ikhlas. 

Itu hak pegawai, kita dituntut tetep kerja tapi hak kita dihilangin 😭"
"Sewa buzzer dia oke gas
Sewa animator dia malas
---
Perbandingan antara animasi bikinan AI (Anak Indonesia) el gemoy @prabowo yg terlucu-lucu pakai musik propaganda 50an bagi2 makan siang gratis yg gak gratis2 amat
Dan animasi anak abah polisi labrador yg jujur ngeroast el gemoy. "
"Banyak yang ragu, tapi pemerintah sudah punya strategi konkret! Dari investasi asing, hilirisasi, dukungan UMKM, hingga makan bergizi gratis—semua untuk mendorong pertumbuhan ekonomi d8% 💪🔥

#EkonomiMaju #IndonesiaEmas2045 #ekonomi8% #ekonomiindonesia #astacita #investasi "
"💚 bukannya lebih bahaya ya kalau nanti terjadi gempa atau tsunami gak terdeteksi gimana?

Prabowo yang potong anggaran BMKG. kalian pasti tahu anggaran dipotong buat apa? yap benar buat progam makan bergizi gratis. 😊 "
"Presiden Prabowo Subianto menegaskan komitmennya untuk terus menyempurnakan Program Makan Bergizi Gratis (MBG) demi meningkatkan gizi anak-anak Indonesia. 

#Barisan08 #Prabowo #KabinetMerahPutih "
"Presiden Prabowo Subianto mengunjungi SDN Kedung Jaya 1 Bogor, Jawa Barat, untuk meninjau pelaksanaan program makan bergizi gratis (MBG) pada Senin (10/2/2025). 

Presiden melihat langsung makanan yang disiapkan dan memastikan setiap anak mendapatkan asupan terbaik untuk "
"Gw udah duga program makan gratis bakal ditolak mentah2 di Papua.

Bro, gw aja selalu diwanti2 oleh orang Papua supaya jangan pernah terima makan minum dari aparat/orang pemerintah, takut diracun. Aktivis Papua disiplin banget soal ini."
Makan Bergizi Gratis tanpa membebani anggaran 
"@prabowo Percuma makan siang gratis di sekolah, kalau ujungnya anggota keluarga anak tersebut kerja atau kehidupannya jadi susah karena program yg bikin bengkak anggaran. "
"Keterlibatan UMKM mitra Makan Bergizi Gratis merupakan langkah strategis untuk meningkatkan kualitas gizi masyarakat dan mendukung pertumbuhan ekonomi. Selain itu, UMKM bisa mendapatkan modal sampai dengan Rp 500 juta. #MakanBergiziGratis #UMKM #ElonMusk #economicgrowth #GRAMMYs "
"Program Makan Bergizi Gratis tingkatkan kualitas Kesehatan dan gizi anak

#makanbegizigratis
#visipresidenprabowo
#EfisiensiUntukBangsa
#indonesia "
"Polri membuka rekrutmen khusus bagi personel yang memiliki keahlian di bidang pertanian, gizi dan kesehatan masyarakat. Langkah ini bertujuan untuk memperkuat peran Polri dalam mendukung program makan bergizi gratis serta mewujudkan swasembada pangan. #SukseskanAstaCita "
"Program Makan Bergizi Gratis Langkah strategis Pemerintah dalam mewujudkan Indonesia Emas 2025

#makanbegizigratis
#visipresidenprabowo
#EfisiensiUntukBangsa
#indonesia "
"Program Makan Bergizi Gratis (MBG) memiliki tujuan baik, tetapi jika perencanaan dan implementasinya kurang tepat, ada risiko kegagalan. Kekhawatiran muncul terkait sumber anggaran sebesar Rp306 triliun yang berdampak pada pemangkasan 80% program infrastruktur. "
"Pelajar Papua minta hentikan makan gratis. Mereka menginginkan SEKOLAH GRATIS. Ini baru bener. Papua punya Gunung Emas tapi kemiskinan dan kebodohan cukup tinggi. Cerdaskan Papua!

#LawanAksiKudetaJokowi 
#LawanAksiKudetaJokowi
#JokowiDikepung "
"Terharu sekali melihat animasi makan bergizi gratis Pak Prabowo 🥲❤️

Sungguh mulia pengorbanannya walau dicaci dan dimaki oleh pembenci, namun ia sangat peduli terhadap perkembangan anak-anak Indonesia 🫡🙏

Animasinya gemoy banget, dua jempol buat animatornya 👍👍 "
"Itu disampaikan Presiden Prabowo dalam sambutannya saat membuka Kongres XVIII Muslimat Nahdlatul Ulama (NU) di Jatim International Expo, Surabaya, Senin (10/2/2025).

Prabowo menegaskan tujuan diberlakukannya efisiensi anggaran adalah untuk memberikan makan gratis kepada "
Mendes PDT Yandri mengajak para kepala desa untuk bersiap membangun satuan pelayanan pemenuhan gizi (SPPG) dalam program Makan Bergizi Gratis (MBG). 
"Program Makan Bergizi Gratis dorong pertumbuhan ekonomi dan kesejahteraan desa

#makanbegizigratis
#visipresidenprabowo
#indonesia "
"Kolaborasi kuat antara masyarakat, sektor swasta, dan banyak pihak akan membawa perubahan besar untuk generasi sehat! 🍽️ Ayo sukseskan program makan bergizi gratis untuk anak Indonesia! #KolaborasiSehat #MakanBergiziGratis #GenerasiSehat #Astacita #Indonesiasehat #Indonesiaemas "
"Polri membuka rekrutmen khusus keahlian di bidang pertanian, gizi dan kesehatan masyarakat untuk memperkuat peran Polri dlm mendukung program makan bergizi gratis serta mewujudkan swasembada pangan.

#SukseskanAstaCita Dengan Maksimal Berikan Pelayanan kepada masyarakat "
"Program Makan Bergizi Gratis dorong pertumbuhan ekonomi daerah

#makanbegizigratis
#visipresidenprabowo
#indonesia "
"#SobatTernak @kementan terus fokus untuk meningkatkan produktivitas peternak lokal

Dengan dukungan penuh terhadap program Makan Bergizi Gratis (MBG), Kementan berkomitmen menyediakan protein hewani berkualitas untuk mendukung kesehatan masyarakat, terutama anak-anak

#DitjenPKH "
"Pelaksanaan Program Makan Bergizi Gratis (MBG) di SD Negeri 05 Jati &amp; TK Negeri 02, Rawamangun, Jakarta Timur.

Program ini bertujuan utk memastikan anak-anak Indonesia mendapatkan asupan gizi yang baik, sehingga mereka tumbuh sehat,cerdas,dan memiliki masa depan yang lebih baik. "
Program Makan Bergizi Gratis dapat mnedukung terwujudnya ketahanan pangan sebagai upaya untuk memenuhi kebutuhan pangan di masyarakat Papua. #PanganNasional #SwasembadaPangan #KetahananPangan #PapuaNKRI 
"Fresh  - Program Makan Bergizi Gratis berikan efek domino pada perekonomian nasional

#makangratis #makanbergiziuntukmasadepan #prabowosubianto "
"Karna banyak kekacauan program makan siang bergizi gratis, kayanya perlu dikaji ulang deh soal program peremintah ini.
Jaman gue sekolah SD tahun 90an, seinget gue bukan makan siang bergizi gratis tp lebih tepatnya makanan bergizi gratis, itu pun tidak setiap hari kita dapat. "
Anak-anak keracunan Makan Bergizi Gratis. Emak-emak meninggal kecapekan antre gas LPG 3kg. Pejabatnya masih tetep eksis pake fasilitas yg dibayar anak &amp; ibu yg terdampak dari kebijakan ngawur itu.
"@ARSIPAJA hahaha..lucu sekali
pokoknya prioritas utama makan gratis. "
"PENDIDIKAN GRATIS BUKAN MAKAN GRATIS...

SISWA DI PAPUA DEMO TOLAK MAKAN GRATIS, YANG KAMI BUTUHKAN ITU PENDIDIKAN GRATIS....‼️

#LawanAksiKudetaJokowi 
#LawanAksiKudetaJokowi 
🆘🆗 "
"Menu Makan Bergizi Gratis (MBG) terdiri dari nasi putih, sayur buncis tumis, tempe goreng 1 potong, satu potong nugget ikan dan satu buah pisang putri, tanpa air minum atau susu.

Susu cuma untuk masa kampanye dan Uji Coba Wapres 🤣🤣🤣

Anjir PPN 12% buat ginian.. "
"Pagi tadi, saya berkunjung ke SD Pandu, Cerme untuk meninjau Program Makan Bergizi Gratis. Melihat anak-anak menikmati hidangan sehat dengan penuh semangat benar-benar menghangatkan hati. Semoga program ini terus berjalan dan membawa manfaat bagi tumbuh kembang mereka "
"Makan gratisnya Kakak.... gasnya gak ada, soalnya dibatasin untuk makan gratis ☺️👍🏻

Mereka yang mengadakan makan gratis untuk rakyat, tapi selalu menyusahkan rakyat.

Katanya bertugas untuk rakyat, tapi, rakyat selalu di pukul terus. 

#PeringatanDarurat "
"Keseriusan Pemerintah dalam menjalankan Program Makan Bergizi Gratis 

#MakanBergiziGratis #MBG #ProgramMakanBergiziGratis #IndonesiaMaju #PresidenPrabowo #ViralHariIni #KabarBaik #viral #Fyp "
"@tempodotco Dulu Anies bikin program Makan Gratis. Melibatkan Kantin &amp; Komite Sekolah. 

Gak ada yang tersingkir. "
"Presiden RI Prabowo Subianto berkunjung ke sekolah tersebut untuk meninjau langsung program Makan Bergizi Gratis (MBG). Kedatangan Prabowo ini, disambut antusias oleh seluruh siswa. | #MakanBergiziGratis #PrabowoSubianto "
"Program Makan Bergizi Gratis wujudkan generasi Indonesia Emas

#makanbegizigratis
#visipresidenprabowo
#EfisiensiUntukBangsa
#indonesia "
"Program Makan Bergizi Gratis mendukung percepatan perkembangan ekonomi negara

#makanbegizigratis
#visipresidenprabowo
#EfisiensiUntukBangsa
#indonesia "
"Presiden Prabowo Subianto mengunjungi SDN Kedung Jaya 1 Bogor, Kota Bogor, Jawa Barat.

Kunjungannya tersebut untuk meninjau langsung pelaksanaan program makan bergizi gratis (MBG). 

Prabowo disambut antusias anak-anak SDN Kedung Jaya 1 Bogor.

Simak video selengkapnya hanya di "
"•kdm• ini menu makan bergizi gratis (MBG) sender, bergizi bukan? :' "
"Sosialisasi CKG, cek kesehatan gratis programnya menkes nih, otw di launching Presiden hari senin ini,
..
Liat komen"" nakes berikut sedikit menghibur disaat kepusingan program gaje 
..
Makan gratis yg dikorbankan duit rakyat, cek kesehatan gratis yg dikorbankan tenaga nakes wkwkk "
"1. Bensin pertamina jelek. Masyarakat pindah ke swasta, eh malah dilangkain.
2. Gas melon langka. Gas ungu dkk yg nonsubidi mana mampu masyarakat. Mahal banget cok.
3. Laut punya hgb sekarang?
4. Makan bergizi gratis? Banyak korban sama motong2in anggaran?

#IndonesiaGelap "
"Ketahanan pangan bukan hanya tanggung jawab pemerintah, tapi juga kita semua. Kapolri, Jenderal Polisi Drs. Listyo Sigit Prabowo, M. Si., mendukung penuh langkah strategis pemerintah dalam mewujudkan swasembada pangan dan memberikan makan bergizi gratis demi masa depan yang lebih "
"Program Makan Bergizi Gratis dorong ekonomi tumbuh di atas 8 persen

#makanbegizigratis
#visipresidenprabowo
#indonesia "
"Makan Bergizi Gratis adalah program yang mengedepankan peningkatan kualitas SDM Indonesia sekaligus mendukung percepatan perkembangan ekonomi negara. 
#MakanBergiziGratis
#IndonesiaSehat
#economicgrowth 
#swasembadapangan
#ketahananpangan
#LoveIslandAllStars "
"Program Makan Bergizi Gratis di Papua demi anak anak di Papua lebih sehat, sejahtera, dan pintar

#makanbegizigratis
#visipresidenprabowo
#indonesia "
kita semua ga butuh makan siang gratis kita semua butuh makan siang di samping dk
"#SahabatBahari, Kementerian Kelautan dan Perikanan (KKP) tancap gas merealisasikan program revitalisasi tambak Pantura Jawa untuk mendukung pencapaian target swasembada pangan serta mendukung pelaksanaan program makan bergizi gratis (MBG). "
"Ratusan siswa SD hingga SMA di Dekai, Kabupaten Yahukimo, Papua Pegunungan turun ke jalan menolak Program Makan Bergizi Gratis (MBG) pada Senin (3/2). Mereka membawa spanduk dan menyatakan lebih memilih pendidikan dibanding MBG.

📌 Apa yang Terjadi?
❌ Aksi protes muncul meski "
"Makan Bergizi Gratis dapat tambahan Rp 100 Triliun dari efisiensi anggaran

#makanbegizigratis
#visipresidenprabowo
#EfisiensiUntukBangsa
#indonesia "
"Udah kagak ngerti lagi gw sama negara ini
1. PPN 12%;
2. Makan Belalang Gratis;
3. Kasus siswa keracunan MBG;
4. Upah karyawan MBG telat dibayar;
5. Laut dipagar &amp; ada HGB di atas laut;
6. Mafia tanah;

#IndonesiaGelap "
"Anak papua pegunungan tolak program makan bergizi gratis

“ logika nya agar dpt MBG dia harus sekolah, sedangkan mau sekolah mahal dan susah “

Untung prabowo presidennya kata SDM 58 %, hancur

Lebih baik pendidikan dan kesehatan gratis, perbaiki BPJS

Dipecat aja gak cukup .!!! "
"Program Makan Bergizi Gratis miliki dampak positif bai sector Kesehatan dan Pendidikan Indonesia

#makanbegizigratis
#visipresidenprabowo
#indonesia "
"Ketimbang program makan bergizi gratis, mereka menuntut pendidikan yang layak dan berkualitas.  

#MakanBergiziGratis #Papua #Yahukimo #Pendidikan #Asumsico "
"Teman-teman yang mau membaca review kami soal makan bergizi gratis bisa baca di:

 

Di kajian ini, kami membedah mulai tata kelola sampai kandungan gizi di MBG."
"Makan Bergizi Gratis bukan hanya program, tapi gerakan bersama! Dengan dukungan dari semua pihak—pemerintah, swasta, komunitas, dan masyarakat—kita bisa memastikan anak-anak Indonesia tumbuh sehat, cerdas, dan kuat. Mari kita bersatu untuk masa depan yang lebih baik! "
Satu bulan perjalanan Program Makan Bergizi Gratis (MBG) telah membawa dampak nyata dan menjangkau lebih dari 700.000 penerima manfaat di 31 provinsi. 
"-star Tamu langganan kita berharap KKPP lanjut terus😭 ini kalo lanjut pasti blio tiap hari geret temen2nya buat ikut makan gratis😭😭

Gaada yg mau mempertemukan EXO SVT paket komplit dalam 1 varshow gitu?😔 "
"Efisiensi Anggaran dalam program Makan Bergizi Gratis dilakukan untuk membangun bangsa

#makanbegizigratis
#visipresidenprabowo
#EfisiensiUntukBangsa
#indonesia "
"Anggaran pendidikan, riset, dan kesehatan dipangkas, sementara untuk makan gratis ditambah...

Sesuai prediksi @prabowo 2030 Indonesia bubar "
"Melihat ini terasa pendidikan dan kesehatan bukan kebutuhan semua orang karena terpangkasnya gede banget, terasanya yang dibutuhkan semua orang adalah Makan Bergizi Gratis karena satu program ini semua anggaran di-efisiensi 🥰 "
"makan marugame 2 porsi cuma 10k? caranya? Download aplikasi Marugame Udon, pakai referral code DINDA9XH  bakal dapat poin yg bisa ditukerin udon gratis. pengguna baru free ocha dan puding juga. jd jgn lupa kumpulin PoinMU dan dapatkan banyak voucher promo diskon gratis lainnya. "
Apaan makan siang gratis tapi yang jaga ga ada pangkat di pundaknya
Ank aku cerita sklh yg bayar uang masuk &amp; SPP nya lbh mahal dr sekolah ankku dpt makan bergizi gratis plus kunjungan wapres. Lhaaaa...konsepnya gimana sih? Berharap pihak sklh ank ku bijak lah jgn jd pihak² penjilat ke pemerintah
@guzman_sige MBG : Makan Burger Gratis
@aparatmati @prabowo dut kok makan siang gratis ga antusias begini dut anak anaknya dut gmn sih dut
Mending pendidikan gratis daripada makan siang gratis ga merata
@KompasTV Menurut gue ketimbang pemerintah memberi makan siang gratis mending sih meningkatkan pendapatan masyarakat dan lain lain
@huhhh192 Padahalmah tinggal minta makan gratis aja bukannya ada program makan gratis ya?
Semakin ke sini Semakin Melucu. Dari Daon Kelor Jangkrik Belalang Ulat Sagu sampai Ubi. Semua gratis di kebun² dan hutan Indonesia. Itu arti sesungguhnya Makan Bergizi Gratis.  
@Ariz8881 @hrdbacot Seorang anak dapat makan gratis tapi jalan menuju sekolahnya jelek
Pemerintah Kota Samarinda merayakan Hari Jadi ke-357 dan HUT ke-65 Pemkot Samarinda dengan berbagai kegiatan meriah. Salah satu acara utama adalah jalan sehat dan makan gratis yang digelar di GOR Segiri pada Minggu (9/2/2025). 
Ketahanan pangan bukan hanya tanggung jawab pemerintah tapi juga kita semua. Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo  mendukung penuh langkah strategis pemerintah dalam mewujudkan swasembada pangan dan memberikan makan bergizi gratis. 
@alfauzi7494 @Piyusaja2 @aniesbaswedan Anies selalu bilang kaji ulang prioritaskan anggaran ke yg perlu. Ikn paling dapet dikit karena ga makan siang gratis atau malah engga kayak sekarang. Mending setengah jalan distop daripada 75% jadi dibangun tapi ga ada manfaatnya
@cwe_hebat @alrezki @enoliska_ Inget bgt dulu refal sm umay dibully abis zaman kampanye karena mengkritisi makan siang gratis. IG mereka saat itu bnyk cacian blacklist lah film nya dll. Para buzzer itu emg nyata adanya. Skrg adem ayem aja mereka. Film mereka pun ttp banyak yg nonton
Pandangan saya seorang GURU Anak2 masa depan ini akan lbih Berbahagia lg jk mrk diberikan PENDIDIKAN GRATIS bukannya MBG Krn untk rakyat miskin yg bingung tak mengerti bgmn mmbiayai pendidikan tinggi anak2nya Klo makan rakyat msh bisa #LawanAksiKudetaJokowi #LawanAksiKudetaJokowi
Program makan bergizi gratis langkah strategis Pemerintah menuju Indonesia Emas 2045 #MakanBergiziGratis 
@arifin34533 Karna makan gratis aih
@Mdy_Asmara1701 demi makan siang gratis sampai harus ngorbanin makan orang lain .
Ah yang benar wo. Anaknya dikasi makan SIANG gratis ortunya di rumah gelagapan gimana nyiapin sarapan sama makan malam. Keren logika lu
@hnirankara Para penyefong jokowi yang penting bansos dan makan gratis!! 
HEBOHParadoks 100 Hari Kabinet PrabowoMau Efisiensi tapi KABINET OBESITASKasih Makan BERGIZI Gratis tapi PENDIDIKAN TIDAK JADI PRIORITAS⁉️ BANGKITLAH BANGSAKU‼️YUK ....Kita BANGUN Indonesia dengan SPIRITUALITASYAKINLAH Kita BISA🇲🇨 
@Hanif_AF @JTrisha_JKT48 Orang dewasa tidak dapat makan gratis
@KompasTV Makan Gratis itu Rawan Korupsi BATALKAN SAJA Harga 10rb apanya yg Bergizi ???
Presiden RI Jenderal TNI (Purn.) H. Prabowo Subianto telah menginisiasi program ketahanan pangan nasional dan makan bergizi gratis melalui program Asta Cita. Polri terus berinovasi untuk meningkatkan kualitas Maksimal Berikan Pelayanan kepada Masyarakat dan #SukseskanAstaCita 
@tubbirfess biarin ajaa kan yang penting makan gratis gemoy joget kisah cinta yang kandas apalagi yaa 
Makan Bergizi Gratis Berobat Gratis Cek kesehatan Gratis Sekolah Gratis yang bayar cuma parkir sama nitip makan aja @mbahndi
Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo  mendukung penuh langkah strategis pemerintah dalam mewujudkan swasembada pangan dan memberikan makan bergizi gratis demi masa depan yang lebih sehat dan sejahtera. Polri berkomitmen #SukseskanAstaCita 
@kompascom Seolah ortunya gak sanggup kasi makan anak2nya saja Makan siang gratis dijadikan alasan pemotongan anggaran. Padahal kabinetnya gemuk wamen dan staffnya sebarek. Apa itu gk pemborosan? Kepentingan rakyat pula yg akhirnya dikorbankan! @prabowo @Gerindra
@kompascom Efisiensi demi anak makan gratis sekali sehari tapi ngorbanin mata pencaharian bapaknya yang harusnya bisa ngasih makan 3x sehari.
@__LOVE_AG4EVER Yang mau dugem disana siapa njir
@prabowo Apa pentingnya makan siang gratis saat pagi &amp; malam kelaparan karna orangtua pengangguran? Kenapa ngga tingkatkan kesejahteraan melalui pemberantasan korupsi pelaksanaan proyek yg berdampak langsung ke kehidupan masyarkat serta industri penyerap tenaga kerja
Program Makan Bergizi Gratis Terus Di Kebut Pendistribusiannya Sampai Pedalaman Papua. #papuaaman #papuadamai 
@msaid_didu Noh yang berharap bnyk sama si omon2..dipertegas ma dia dia bakal ttp bro sm Mulyono keliatan bgt arogannya makan gratis tp semua dipotong bahkan dana utk beasiswa sprtinya juga bernasib sama! Klo sperti ini bakal jadi lahan korupsi baru kan? Eks TNI tp gmpg disetir!
@KompasTV Saya kira hebat ternyata cara berpikir nya jauh dibawah standar. Rakyat butuh pendidikan gratis kesehatan gratis bukan makan gratis. Itu sm sj dgn sijoko kasih bansos yg luhut bilang ga tepat sasaran. Hadeeeh. Ya Allah lindungilah kami dr para pemimpin zalim.
@sc_rhy @fadliiramadann @glrhn Damn that s right Makan gratis itu udah berarti banget buat beberapa orang like dude? Arti berarti di mata lo sekedar makan gratis?
@MurtadhaOne1 Ini lah makna dari anak nya makan bergizi gratis tapi bapak nya kehilangan lap pekerjaan 
Lah ya emang gw selalu berpendapat mereka tuh gak miskin. Alam mereka kaya. Gak usah dikasih makan gratis ngapain?? Mending lu jaga alam mereka jangan dirusak
Tidak ada pejabat pencitraan tidak ada aparat masuk kelas tidak ada anomali botak marah sama bocil. CSR Lawless Burgerbar &gt;&gt; program makan bergizi gratis
@KompasTV Adiah kok jawabane nglantur gini makan gizi gratis itu janji kampanye ........makan rakyat.......rakyat banyak kena PHK
Meanwhile gw yg dateng mulu ke conference buat cari makan gratis doang: 
@MurtadhaOne1 Semua ini gara gara makan siang gratis. Ok gas
anjir kemenkes top 3 percuma makan siang gratis tapi nanti gabisa nyediain vaksin ke sekolah posyandu gada transport. dikira wilayah posyandu 5 menit doang dari puskes induk apa? ada yg 1 jam bro.. ️️
@prabowo Program dipaksakan dan buat anak hanya berkeinginan makan gratis hingga sekolah hanya berharap makan lihat nanti saat ujian dan hasil semesteran nya....yakin akan dapat nilai dibawah rata rata sekolah .
@KompasTV Hebat sekali anda pak wo hebat. Anggaran beasiswa sampe di batalkan karna efisiensi banyak pegawai kontrak kementerian yang dirumahkan karna efisiensi. Demi program MAKAN SIANG DAN SUSU GRATIS
@KompasTV Ingat Pak Hidup bukan hanya soal makan... Anda pikir dengan memberi makan gratis bisa membuat bangsa ini keluar dari kondisi sulit? Cepat ambil sikap adili Mulyono tegakkan hukum miskinkan koruptor kalau tdk Anda hy omon2
Jujur kalo liat orang bloon lebih pengen kasih pendidikan daripada dikasih makan.. ‍ 1+10? Berapa yaa ‍ Yee makannya makan makanan gratis dari pemerintah biar tau 
@ade206 Belajarlah utk melihat polanya permainan pemerintah. Efisiensi anggaran di PU dan IKN adl fakta keuangan pemerintah sedang tdk baik baik saja. Yg kasihan ini para vendor makan bergizi gratis..apakah pemerintah mampu bayar sesuai jatuh tempo. Jangan terjadi seperti vendor lainnya
Disana Ga Ada Orang yang bisa di bagiin Susu sama Makan Siang Gratis.
@aparatmati Yang nanya gizinya gimana gua getok kepalanya ya udah tau judulnya Makan Burger Gratis gak ada tuntutan buat menuhin gizi
3. Program Makan Bergizi Gratis (MBG) Program unggulan Presiden RI 2025 MBG memicu diskusi panas di platform media sosial x sebab banyak dugaan masalah yang muncul dalam pelaksanaannya. Keyword: Makan Bergizi Gratis MBG Source: 
@rabunjauhhhh Yaiya beda lauknya. Klo mau sama mah makan siang gratis
Rakyat ga butuh makan gratis yang dibutuhkan pendidikan murah dan gratis serta pelayanan kesehatan yg ramah dan murah.
Program Makan Bergizi Gratis Hadir di Desa Tlogo Blitar Dukung Generasi Sehat Menuju Indonesia Emas 2045 
BGN dan DPR RI Sosialisasi Program Makan Bergizi Gratis di Jakarta Selatan 
BGN dan DPR RI Sosialisasi Program Makan Bergizi Gratis di Kota Blitar 
Yang milih 58% yang kena dampak se-Indonesia padahal saat masa pemilu udah banyak orang jelasin tentang pentingnya program kesejahteraan pendidikan yang dibawa paslon lain dibanding makan siang gratis untuk jangka panjang
@stravenues negeri para bedebah udah lah wok ga usah gengsi mending makan gratis apus aja karna bener2 gagal total pangkas juga kabinet2 gemuk ga guna copot jg komisaris2 kaga jelas di bumn karna mereka dulu dukung lu ya udah sih elu udh jadi presiden kan tinggal copot aja susah bener
Untuk memberi makan gratis satu kali. Mengorbankan ratusan orang pencari makan sebuah keluarga. Prabowo RI-1 cerdas.
Sosialisasi Program Makan Bergizi Gratis Hari Kedua di Depok Dihadiri Ratusan Warga 
